"V2025A","V2049A","V2124","V2126B","V3020","V3032","VS0005","VS0007","VS0017","VS0022","VS0023","VS0025","VS0034","VS0038","VS0039","VS0046","VS0047","VS0048","VS0049","VS0050","VS0051","VS0052","VS0053","VS0054","VS0055","VS0146","VS0147","VS0148","VS0151","VS0057","VS0152","VS0153","VS0154","VS0155","VS0069","VS0070","VS0112","VS0138","o_bullied"
2,1,2,0,10,16,2,1,5,9,12,1,2,2,1,3,2,1,1,1,1,1,1,1,4,2,3,2,2,1,1,1,1,1,1,2,1,3,"0"
2,1,2,20,6,7,1,1,2,6,8,2,2,2,1,4,4,2,2,1,2,1,1,1,4,1,1,1,1,1,2,1,2,2,2,2,2,2,"0"
2,1,2,13,9,6,1,1,4,7,9,1,2,2,1,4,3,3,2,2,3,2,3,2,3,2,2,3,2,1,2,2,2,2,1,2,1,2,"1"
2,1,2,16,10,99,1,1,5,9,12,1,2,1,3,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,2,2,2,2,"0"
2,1,2,13,6,1,2,0,1,6,9,1,2,2,1,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,1,1,1,1,2,2,2,2,"0"
2,1,2,20,7,2,1,1,3,6,8,1,1,2,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,"0"
2,2,2,13,6,3,2,0,2,6,8,1,2,1,1,3,3,2,2,2,2,2,2,2,3,1,2,2,2,1,2,2,3,2,2,2,2,99,"0"
2,5,2,16,11,5,3,0,7,10,12,1,2,2,1,2,4,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,2,"0"
2,1,2,16,8,6,2,0,3,6,8,1,2,2,2,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,"1"
2,1,2,0,11,6,1,1,7,0,12,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,"0"
2,1,2,0,8,9,1,1,6,6,12,3,1,2,1,1,3,3,2,2,2,3,2,2,3,1,1,2,1,1,3,3,2,2,1,2,2,2,"0"
2,1,2,0,6,5,2,0,2,6,9,2,2,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,13,9,6,1,1,4,8,9,1,1,2,1,2,3,3,2,4,3,2,3,2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,"1"
2,1,2,19,9,14,3,1,4,0,12,1,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,"1"
2,1,2,13,6,12,3,0,6,7,12,1,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,2,0,11,99,5,1,6,0,12,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,"0"
2,1,2,13,11,4,1,1,7,9,12,3,2,2,1,1,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
2,1,1,0,6,99,2,0,1,0,6,3,2,2,1,2,3,2,2,2,2,2,2,1,3,1,2,2,2,1,1,1,2,2,2,2,1,1,"0"
2,2,2,0,28,17,1,1,6,9,12,2,2,2,2,3,4,1,3,2,1,1,1,3,3,1,1,1,1,3,1,1,3,2,1,2,2,2,"1"
2,1,2,0,5,99,2,0,1,0,8,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,2,1,2,1,1,1,1,1,2,2,2,1,"0"
2,2,1,16,9,11,1,1,5,9,12,2,1,2,1,3,3,2,2,3,2,3,2,2,3,1,2,2,1,1,3,4,2,3,2,1,1,2,"1"
2,1,2,0,5,3,1,1,1,5,6,2,2,2,1,3,3,1,1,4,2,2,2,1,4,1,1,1,1,3,4,2,1,1,1,2,2,2,"1"
2,1,2,16,10,11,1,1,5,9,12,1,2,2,1,2,2,1,1,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,"1"
2,2,2,23,10,5,2,1,5,9,12,2,1,1,1,3,1,2,2,99,2,99,99,99,99,99,99,99,99,2,3,2,3,2,2,2,99,6,"0"
2,1,2,13,6,11,1,1,2,6,8,3,2,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,16,10,1,1,1,5,9,12,1,2,2,1,1,3,1,1,1,1,1,3,2,4,3,2,2,2,2,1,1,1,1,1,2,2,1,"0"
2,1,2,17,9,2,1,1,5,9,12,1,1,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,1,1,3,2,3,3,1,1,1,1,"0"
2,1,2,20,27,2,1,1,7,9,12,1,1,2,1,3,2,1,1,2,1,1,1,1,4,1,1,2,1,1,2,2,3,2,1,2,1,1,"0"
2,1,2,18,9,14,1,1,5,9,12,1,1,2,1,1,4,1,2,2,2,1,1,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,"0"
2,2,2,16,7,14,1,1,3,6,8,2,2,2,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,18,10,11,1,1,6,9,12,1,2,2,1,3,3,2,2,2,2,2,2,1,3,2,2,1,2,2,1,1,1,1,2,2,1,2,"0"
1,1,2,16,8,13,3,0,3,7,9,1,2,2,2,3,2,1,1,1,1,1,1,1,4,1,2,2,2,2,1,1,1,1,2,2,1,1,"0"
2,1,2,0,10,15,1,1,6,9,12,1,2,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,2,18,9,5,1,1,5,9,12,2,1,2,1,4,1,3,1,1,1,1,2,1,1,3,3,3,2,1,2,1,2,1,1,2,2,6,"1"
2,2,2,13,7,2,2,1,3,5,8,1,2,3,1,3,4,2,1,1,1,1,2,1,3,1,1,1,1,1,2,2,1,2,2,2,1,1,"1"
2,2,2,19,28,16,2,1,2,9,12,1,1,2,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,"0"
2,2,2,18,7,99,1,1,3,6,8,4,2,1,2,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,"0"
2,1,2,17,11,15,2,1,6,9,12,1,2,2,1,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,"0"
2,1,2,19,8,1,1,1,4,9,12,1,2,2,1,2,2,1,1,1,2,2,1,1,4,2,2,2,1,1,1,1,2,2,1,2,1,2,"1"
2,4,2,17,98,7,1,1,998,5,8,1,2,2,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,2,2,2,2,"0"
1,1,2,18,8,10,2,0,4,9,12,1,2,2,1,3,3,3,2,2,1,2,1,2,3,3,2,3,2,2,1,1,3,2,2,2,2,3,"1"
2,1,2,0,10,4,2,1,5,9,12,1,2,3,1,3,3,2,2,1,2,2,2,2,99,99,2,2,2,1,2,2,2,1,1,2,2,3,"0"
2,1,2,17,8,13,2,0,3,7,8,1,2,1,1,2,2,3,1,1,1,1,2,1,3,1,1,1,1,1,2,2,1,2,2,2,1,2,"0"
2,1,2,18,7,99,2,1,2,7,8,1,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,"1"
2,1,2,16,11,17,2,1,2,9,12,1,2,1,1,2,2,1,1,1,1,1,1,1,3,2,1,2,2,2,2,1,1,1,2,2,2,2,"0"
2,1,1,0,5,3,3,0,1,6,8,3,2,2,1,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,6,"0"
2,1,2,0,9,2,2,1,6,6,12,3,1,2,2,3,3,3,2,2,3,3,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,"1"
2,1,1,20,28,1,2,1,7,9,12,1,2,2,1,2,3,2,2,3,2,3,2,2,3,1,1,2,1,1,4,3,3,2,2,1,1,2,"0"
2,1,2,13,10,7,1,1,5,9,12,1,2,3,1,1,2,1,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,13,8,14,2,0,4,9,12,1,2,2,1,3,4,3,2,3,3,3,2,2,4,2,2,2,2,2,2,2,2,2,1,1,1,2,"0"
2,1,2,16,9,13,2,0,5,9,12,1,2,2,2,2,2,2,1,1,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,"0"
2,4,2,17,6,8,1,1,1,6,8,1,2,1,1,3,3,3,2,2,3,3,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,"1"
1,1,2,16,10,2,3,1,6,9,12,1,2,2,2,3,3,2,2,4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,"0"
2,1,2,18,8,3,1,1,6,9,12,1,2,2,1,2,2,2,1,1,1,2,1,1,3,1,2,2,2,1,2,2,2,2,1,2,1,4,"0"
2,1,2,0,5,12,1,1,1,0,8,2,1,2,1,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,0,7,11,1,1,4,11,12,1,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,"0"
2,1,1,16,27,13,3,0,7,9,12,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,"0"
2,1,2,0,6,12,1,1,1,5,8,1,1,2,1,2,3,3,2,1,1,2,2,2,3,1,2,1,2,1,1,1,1,1,2,2,1,1,"0"
2,1,2,0,9,16,2,1,5,9,12,2,2,2,1,2,3,2,2,1,2,1,1,1,4,2,2,2,2,2,1,1,1,2,2,2,2,2,"0"
2,1,2,0,11,12,2,1,6,9,12,1,2,2,1,3,3,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,"1"
1,2,2,20,10,5,1,1,6,9,12,5,2,2,1,2,3,2,2,2,2,2,3,1,4,2,2,2,2,2,3,2,3,2,2,2,2,1,"0"
2,1,2,16,7,9,1,1,3,0,8,1,2,2,1,3,3,2,2,2,2,3,1,1,4,1,2,2,1,1,4,1,4,1,2,2,2,1,"0"
2,1,2,0,6,7,1,1,2,6,8,1,2,2,1,3,3,2,2,1,2,1,1,1,3,2,2,2,2,1,2,2,3,1,2,2,1,2,"0"
2,1,2,13,9,2,2,1,99,9,12,1,2,1,1,3,3,2,2,3,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,"0"
2,1,1,19,7,11,1,1,3,8,8,2,2,2,1,3,2,2,3,2,2,2,2,1,4,2,2,2,2,1,3,3,3,2,2,2,2,1,"0"
2,1,2,21,11,6,1,1,7,9,12,1,1,2,1,4,3,1,2,1,1,1,3,3,2,1,1,1,1,1,2,2,1,2,1,1,1,2,"1"
1,1,2,21,7,3,2,1,2,7,8,1,2,2,2,4,3,1,2,1,1,1,3,2,3,2,2,2,2,3,3,3,2,3,1,1,2,3,"1"
2,2,2,16,6,7,1,1,2,6,8,1,2,2,1,1,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,"1"
2,1,2,0,11,18,2,1,2,6,12,4,2,2,2,1,2,2,2,1,1,2,1,1,4,1,1,1,1,2,2,1,2,1,2,2,2,1,"0"
2,1,1,19,6,12,1,1,2,7,8,3,2,2,2,3,4,2,2,1,2,2,2,1,4,2,2,1,1,1,2,2,1,1,1,2,2,2,"1"
1,3,2,13,11,1,1,1,6,9,12,1,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,"0"
2,1,2,16,6,7,1,1,2,6,8,2,2,2,1,3,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
1,2,2,20,7,8,1,1,4,9,12,3,2,1,1,3,4,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,1,"0"
2,1,2,13,8,99,2,1,3,7,8,1,2,2,1,3,2,1,1,1,2,2,1,1,3,2,2,2,1,3,1,1,1,1,2,2,1,2,"0"
2,1,1,13,10,8,1,1,6,9,12,1,2,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,2,13,6,5,1,1,2,6,8,1,2,2,3,1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
2,1,1,0,10,1,2,1,5,9,12,2,2,2,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,1,13,10,1,1,1,6,9,12,2,2,2,3,3,2,1,1,1,1,1,1,1,4,2,2,1,1,3,2,1,2,2,1,1,1,1,"0"
2,1,1,0,6,13,1,1,2,6,8,1,1,3,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,4,2,17,8,7,1,1,4,9,12,1,1,2,2,3,2,2,1,1,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,"1"
2,1,2,0,6,6,1,1,1,0,8,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,2,1,"0"
2,1,2,0,9,8,2,1,4,9,12,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,"0"
2,1,2,17,6,13,1,1,2,6,8,3,2,2,1,3,4,2,2,2,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,"0"
2,2,2,17,11,4,1,1,7,10,12,1,2,2,2,1,4,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,3,"0"
2,1,1,23,7,7,2,1,2,6,8,1,2,2,2,3,3,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,3,2,2,2,2,2,"0"
2,1,1,16,11,14,2,1,7,9,12,1,2,2,1,3,3,2,1,2,1,2,2,2,3,2,2,2,1,2,1,1,1,1,2,2,2,2,"0"
2,1,2,0,6,12,4,0,2,1,8,1,2,2,2,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,2,2,16,11,5,1,1,5,9,12,1,2,1,1,3,3,2,2,2,2,2,2,2,3,1,2,2,2,2,4,2,1,2,1,2,2,2,"0"
2,2,1,18,8,10,1,1,3,7,12,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,3,1,3,1,2,2,2,1,"1"
2,1,2,17,40,10,3,0,7,9,12,1,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,2,21,10,9,2,1,5,9,12,1,2,2,1,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,"0"
2,4,2,17,7,7,1,1,5,9,12,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,"0"
2,1,2,0,8,12,2,1,4,9,12,2,1,2,1,1,1,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,16,11,99,1,1,7,9,12,4,2,2,2,2,2,1,2,2,2,2,1,2,4,2,2,2,2,1,2,2,2,2,2,2,2,1,"0"
2,1,2,20,6,6,2,0,2,7,8,1,2,3,1,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,1,2,"1"
2,4,1,13,9,14,1,1,4,9,12,1,2,2,1,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,"0"
2,1,1,16,11,6,2,1,6,9,12,1,2,2,1,2,3,1,2,1,2,1,1,1,3,1,2,1,2,1,1,1,1,1,2,2,2,2,"0"
1,1,1,22,10,3,3,1,6,9,12,4,2,1,3,4,2,3,2,2,3,3,2,2,3,3,3,2,3,2,3,2,3,2,1,1,1,3,"1"
2,1,2,16,5,4,1,1,1,6,8,1,2,2,1,2,99,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,2,13,11,18,1,1,7,0,12,1,2,2,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,1,3,2,1,1,1,2,1,2,"0"
2,1,2,18,6,4,1,1,2,7,8,3,2,2,1,3,3,3,2,1,2,2,1,1,4,1,2,1,2,1,1,1,2,2,2,2,2,2,"1"
2,1,2,13,6,6,2,0,2,7,8,1,1,2,1,3,3,3,3,2,3,2,2,2,3,3,2,2,2,2,3,2,2,2,1,2,2,1,"0"
2,1,2,20,7,13,1,1,3,6,8,2,2,2,1,3,3,3,2,3,1,2,2,1,4,1,2,1,1,1,2,3,2,2,2,2,1,3,"0"
2,1,2,16,10,16,1,1,5,9,12,1,2,2,1,3,3,3,3,3,2,2,2,2,3,1,1,1,1,1,2,2,3,3,1,1,1,1,"1"
2,1,2,17,9,12,2,1,5,0,12,1,2,2,1,2,3,2,2,2,2,2,2,1,4,2,2,2,2,2,3,2,1,1,2,2,2,3,"0"
2,2,2,16,10,13,2,0,6,9,12,1,2,2,3,3,3,2,3,3,2,3,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,"0"
2,3,2,13,9,16,1,1,5,9,12,1,2,2,2,3,4,1,2,3,2,2,1,1,3,1,1,1,1,2,2,2,1,2,1,2,1,1,"0"
1,1,2,16,6,1,1,1,2,5,8,2,2,3,1,1,2,1,1,1,2,1,1,1,4,1,1,1,1,1,2,1,1,1,2,2,2,3,"0"
2,1,2,0,9,99,1,1,5,9,12,1,1,2,1,2,2,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,"0"
2,2,2,20,9,5,1,1,5,9,12,3,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,4,2,1,1,1,2,2,2,"0"
1,4,2,17,9,9,1,1,4,8,12,2,1,3,1,1,2,2,2,2,1,2,2,2,3,1,1,1,1,2,2,1,1,1,2,2,1,1,"0"
2,1,1,18,7,10,1,1,3,6,8,1,2,2,1,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,"1"
2,2,2,0,10,16,2,1,6,9,12,4,2,2,2,3,1,2,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,2,2,4,"0"
2,4,2,16,10,2,1,1,6,9,12,1,2,2,1,3,2,1,2,1,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,2,1,1,"0"
2,1,1,0,8,99,1,1,4,9,12,3,2,2,1,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,"1"
2,1,2,0,9,4,1,1,4,9,12,3,2,2,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,2,1,1,"0"
2,1,2,19,11,7,3,1,7,0,12,3,2,1,1,2,1,1,2,2,2,2,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,1,"0"
2,1,2,19,9,15,2,1,5,10,12,2,2,1,1,3,4,1,3,1,2,1,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,"0"
2,1,2,17,8,10,1,1,4,7,12,2,1,2,1,2,3,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,17,9,15,1,1,5,9,12,1,2,2,1,3,3,2,2,2,1,2,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,"0"
2,1,2,13,8,13,1,1,4,9,12,1,2,2,1,3,3,2,1,3,3,3,2,2,4,1,1,1,1,1,1,1,1,1,1,2,2,1,"0"
2,1,2,13,7,12,1,1,2,0,8,1,2,3,2,2,1,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,6,"0"
2,1,2,13,7,4,1,1,3,7,12,3,2,2,2,3,3,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,4,"0"
2,2,2,18,9,4,1,1,2,6,8,1,2,2,1,1,1,2,2,2,2,1,1,1,3,2,2,2,2,1,3,2,2,2,2,2,2,2,"0"
2,2,2,18,9,99,2,0,4,0,9,1,1,2,1,3,4,1,2,3,1,2,2,1,3,1,1,1,1,1,2,1,3,2,2,2,2,1,"1"
2,2,2,16,10,16,2,1,6,9,12,1,2,3,1,2,2,1,2,2,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,"0"
1,1,1,21,8,1,3,1,5,9,13,1,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,3,"0"
2,7,1,0,10,2,2,1,6,9,12,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,1,1,1,2,2,2,2,3,"0"
2,1,2,20,8,99,1,1,3,6,8,2,2,2,1,3,3,2,2,2,3,2,2,1,3,1,3,2,2,1,2,1,1,1,2,2,2,1,"1"
2,1,2,16,7,5,3,0,3,6,8,1,2,2,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"1"
2,1,2,0,11,16,2,1,6,9,12,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,1,2,2,2,"0"
2,1,2,0,8,14,2,1,4,9,12,3,1,2,1,2,3,2,2,3,2,2,2,1,2,1,2,3,2,1,1,1,1,2,2,2,1,1,"0"
2,1,1,19,6,12,2,1,2,6,8,3,2,2,1,4,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,1,"0"
2,1,2,17,11,7,1,1,7,9,12,3,2,2,2,4,1,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,4,3,1,2,1,2,"0"
2,1,2,0,10,12,2,1,6,9,12,1,2,2,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
1,1,2,19,8,2,1,1,4,9,12,1,2,2,3,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,"0"
2,1,2,18,8,11,1,1,3,6,8,1,2,2,1,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,"0"
2,1,2,17,11,9,2,1,7,10,12,1,2,2,1,3,4,2,3,2,2,1,2,2,4,2,2,2,2,1,2,2,2,2,2,2,1,2,"0"
2,1,2,18,8,13,1,1,4,9,12,3,2,2,1,4,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,"1"
2,2,2,19,5,5,2,0,1,6,8,1,2,2,1,3,2,1,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"1"
2,1,1,13,11,7,1,1,7,9,12,1,2,2,2,3,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,"0"
2,4,2,17,7,3,2,0,2,6,8,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,"0"
2,4,2,0,7,6,3,0,2,6,8,2,2,1,1,2,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,"1"
2,1,2,0,7,12,2,0,2,0,8,1,2,2,2,1,3,1,2,1,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,0,8,6,2,0,4,9,12,5,2,2,1,3,3,1,1,1,2,3,1,1,4,1,1,1,1,1,1,1,1,1,99,2,2,2,"0"
2,1,2,16,27,18,1,1,7,9,12,1,2,2,1,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,"0"
2,1,2,17,28,18,2,1,7,9,12,2,2,2,2,2,2,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,16,6,5,1,1,2,7,8,1,2,2,1,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,"1"
1,1,2,22,7,3,1,1,2,6,8,1,2,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,2,2,2,1,"0"
2,1,2,0,8,14,1,1,4,9,12,3,2,2,1,1,2,2,2,2,2,2,2,2,3,2,1,2,2,1,1,1,2,2,1,2,2,3,"0"
2,1,2,0,10,7,2,0,6,9,12,1,2,2,2,2,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,"0"
2,1,2,0,6,8,1,1,3,7,12,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,"0"
2,1,2,16,8,99,1,1,4,9,12,1,2,2,1,3,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,"0"
2,1,1,0,8,15,1,1,4,9,12,2,2,2,3,3,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,2,0,11,6,1,1,7,9,12,1,1,2,1,3,2,1,2,1,2,1,1,1,4,1,2,1,1,1,3,2,1,1,1,2,2,1,"0"
2,4,2,17,9,15,2,0,5,9,12,1,1,2,1,3,2,4,1,3,3,3,1,1,2,1,1,1,1,1,1,2,3,3,1,1,1,1,"0"
2,1,2,0,9,8,2,0,4,1,9,1,2,2,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,1,2,2,2,3,"0"
2,2,2,13,6,11,2,0,1,6,8,2,2,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
2,2,2,22,7,12,2,1,2,5,8,2,2,2,1,2,4,2,2,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,2,"0"
1,1,2,13,9,15,2,0,4,9,12,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
2,1,2,0,6,13,2,0,2,7,8,1,1,2,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
2,1,2,0,7,3,1,1,3,8,8,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
2,1,2,0,8,5,1,1,5,9,12,1,2,2,1,2,3,2,2,3,2,2,2,2,3,2,2,2,2,1,3,2,2,1,2,2,2,1,"0"
2,1,2,0,10,17,2,1,6,6,12,1,2,2,1,4,3,1,1,2,1,2,2,2,3,1,1,1,1,2,1,1,2,2,99,2,1,2,"1"
1,1,2,13,9,12,2,0,5,10,12,1,2,2,1,2,2,1,1,1,1,1,2,2,4,2,2,2,2,2,1,1,1,1,2,2,2,1,"0"
2,1,2,13,8,1,2,1,4,9,12,3,2,3,1,3,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,"0"
2,1,2,23,7,12,2,1,3,6,8,2,2,2,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,2,2,1,2,2,2,3,"0"
2,1,2,0,9,2,1,1,5,9,12,5,2,1,1,3,1,2,2,4,2,2,1,1,4,1,1,1,1,1,1,1,2,2,1,2,1,3,"1"
2,1,2,16,8,5,1,1,2,6,8,1,2,2,1,3,3,2,1,1,2,3,2,2,4,1,1,1,1,1,1,1,1,1,2,2,1,1,"1"
2,1,2,0,9,14,1,1,99,9,12,2,2,2,2,4,3,2,2,1,3,1,2,1,3,2,2,2,2,1,1,2,99,2,2,2,2,1,"0"
2,2,1,17,6,99,1,1,2,6,8,1,2,2,1,3,4,1,1,1,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,2,2,"1"
2,1,2,0,9,7,1,1,6,9,12,2,1,2,1,2,3,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,"0"
